Name,Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,ID,Uri,Ref_Track,URL_features,Duration_ms,time_signature,Genre
Forever,0.316,0.735,7.0,-7.525,0.0,0.0371,0.00395,1.27e-06,0.0978,0.0735,78.541,audio_features,6HxX7yMS9HnIyq8Q9Uyb6v,spotify:track:6HxX7yMS9HnIyq8Q9Uyb6v,https://api.spotify.com/v1/tracks/6HxX7yMS9HnIyq8Q9Uyb6v,https://api.spotify.com/v1/audio-analysis/6HxX7yMS9HnIyq8Q9Uyb6v,213966.0,4.0,celticmetal

EdgeofYourSword,0.446,0.826,5.0,-6.151,0.0,0.0564,0.0598,0.000482,0.0916,0.277,142.02,audio_features,716MGFv7rw3K8OYqGgF38t,spotify:track:716MGFv7rw3K8OYqGgF38t,https://api.spotify.com/v1/tracks/716MGFv7rw3K8OYqGgF38t,https://api.spotify.com/v1/audio-analysis/716MGFv7rw3K8OYqGgF38t,302423.0,4.0,celticmetal

AVagabond\sLife,0.497,0.621,8.0,-6.186,0.0,0.0273,0.0731,0.00127,0.129,0.27,128.057,audio_features,7paTi502Yhzr4SRskGi2sA,spotify:track:7paTi502Yhzr4SRskGi2sA,https://api.spotify.com/v1/tracks/7paTi502Yhzr4SRskGi2sA,https://api.spotify.com/v1/audio-analysis/7paTi502Yhzr4SRskGi2sA,252543.0,4.0,celticmetal

IfItBleedsWeCanKillIt,0.56,0.897,4.0,-7.842,0.0,0.0332,0.000295,0.0,0.113,0.626,140.004,audio_features,3BsT7xB5kUsCDrmkBvkYVF,spotify:track:3BsT7xB5kUsCDrmkBvkYVF,https://api.spotify.com/v1/tracks/3BsT7xB5kUsCDrmkBvkYVF,https://api.spotify.com/v1/audio-analysis/3BsT7xB5kUsCDrmkBvkYVF,272000.0,4.0,celticmetal

TwilightOfTheGods,0.544,0.952,8.0,-6.516,1.0,0.0483,0.000269,0.0196,0.0954,0.351,94.007,audio_features,06HNCfXJcMnKHmRrkue97s,spotify:track:06HNCfXJcMnKHmRrkue97s,https://api.spotify.com/v1/tracks/06HNCfXJcMnKHmRrkue97s,https://api.spotify.com/v1/audio-analysis/06HNCfXJcMnKHmRrkue97s,291107.0,4.0,celticmetal

Bannlyst,0.267,0.785,10.0,-9.57,1.0,0.0855,0.00339,0.0214,0.356,0.186,105.015,audio_features,63CQ0Q5N0p9CmURVoDuEoS,spotify:track:63CQ0Q5N0p9CmURVoDuEoS,https://api.spotify.com/v1/tracks/63CQ0Q5N0p9CmURVoDuEoS,https://api.spotify.com/v1/audio-analysis/63CQ0Q5N0p9CmURVoDuEoS,210307.0,4.0,celticmetal

Draugen\sMaelstrom,0.454,0.978,4.0,-4.788,0.0,0.127,0.00279,0.0,0.341,0.436,159.996,audio_features,5UlcIOHfJnuG6566c6MGQP,spotify:track:5UlcIOHfJnuG6566c6MGQP,https://api.spotify.com/v1/tracks/5UlcIOHfJnuG6566c6MGQP,https://api.spotify.com/v1/audio-analysis/5UlcIOHfJnuG6566c6MGQP,264867.0,4.0,celticmetal

M�ri,0.163,0.922,1.0,-6.206,0.0,0.118,0.0299,0.812,0.067,0.186,104.417,audio_features,0VCxgF4F8kI5fWNIYoRJPu,spotify:track:0VCxgF4F8kI5fWNIYoRJPu,https://api.spotify.com/v1/tracks/0VCxgF4F8kI5fWNIYoRJPu,https://api.spotify.com/v1/audio-analysis/0VCxgF4F8kI5fWNIYoRJPu,399467.0,3.0,celticmetal

Scyth,0.388,0.9,1.0,-5.328,1.0,0.115,0.000498,9.42e-05,0.351,0.558,187.036,audio_features,6z35Tv7O0zcdnwtPfNHW2z,spotify:track:6z35Tv7O0zcdnwtPfNHW2z,https://api.spotify.com/v1/tracks/6z35Tv7O0zcdnwtPfNHW2z,https://api.spotify.com/v1/audio-analysis/6z35Tv7O0zcdnwtPfNHW2z,195241.0,4.0,celticmetal

ZombieDance,0.534,0.963,9.0,-5.901,0.0,0.0571,0.000838,0.00477,0.0532,0.527,150.048,audio_features,3o86HNaujiaZFlTuwWuVw8,spotify:track:3o86HNaujiaZFlTuwWuVw8,https://api.spotify.com/v1/tracks/3o86HNaujiaZFlTuwWuVw8,https://api.spotify.com/v1/audio-analysis/3o86HNaujiaZFlTuwWuVw8,226900.0,4.0,celticmetal

Kotikonnut,0.608,0.945,7.0,-4.363,1.0,0.0422,0.000944,0.0,0.185,0.546,128.06,audio_features,0E8ij09wnUrRa8hs0DpIle,spotify:track:0E8ij09wnUrRa8hs0DpIle,https://api.spotify.com/v1/tracks/0E8ij09wnUrRa8hs0DpIle,https://api.spotify.com/v1/audio-analysis/0E8ij09wnUrRa8hs0DpIle,263760.0,4.0,celticmetal

DemonsAreaGirl�sBestFriend,0.468,0.933,1.0,-4.658,0.0,0.0685,0.000532,3.36e-06,0.119,0.392,143.076,audio_features,2Y3XyBCue0lRn1GtPpRcA1,spotify:track:2Y3XyBCue0lRn1GtPpRcA1,https://api.spotify.com/v1/tracks/2Y3XyBCue0lRn1GtPpRcA1,https://api.spotify.com/v1/audio-analysis/2Y3XyBCue0lRn1GtPpRcA1,218080.0,4.0,celticmetal

TimeandEternity,0.262,0.878,11.0,-9.106,0.0,0.0558,0.000291,0.707,0.201,0.571,180.046,audio_features,4haUMRXbvaQpXlh8HT6LHM,spotify:track:4haUMRXbvaQpXlh8HT6LHM,https://api.spotify.com/v1/tracks/4haUMRXbvaQpXlh8HT6LHM,https://api.spotify.com/v1/audio-analysis/4haUMRXbvaQpXlh8HT6LHM,410000.0,4.0,celticmetal

VrataZimy,0.488,0.414,2.0,-6.495,0.0,0.0269,0.0643,0.0,0.0729,0.0767,99.952,audio_features,1SKG2VH7kKoj0Urd0sNCvC,spotify:track:1SKG2VH7kKoj0Urd0sNCvC,https://api.spotify.com/v1/tracks/1SKG2VH7kKoj0Urd0sNCvC,https://api.spotify.com/v1/audio-analysis/1SKG2VH7kKoj0Urd0sNCvC,340800.0,4.0,celticmetal

Brunhild,0.425,0.94,11.0,-4.686,0.0,0.419,0.00402,0.0,0.0931,0.226,160.081,audio_features,7boMf260MltKw4RoohuQtE,spotify:track:7boMf260MltKw4RoohuQtE,https://api.spotify.com/v1/tracks/7boMf260MltKw4RoohuQtE,https://api.spotify.com/v1/audio-analysis/7boMf260MltKw4RoohuQtE,217592.0,4.0,celticmetal

Fire&Forgive,0.237,0.961,6.0,-4.437,0.0,0.25,0.00011,0.00321,0.0549,0.181,201.464,audio_features,6PymuwN5o39jyuxWDlpki9,spotify:track:6PymuwN5o39jyuxWDlpki9,https://api.spotify.com/v1/tracks/6PymuwN5o39jyuxWDlpki9,https://api.spotify.com/v1/audio-analysis/6PymuwN5o39jyuxWDlpki9,270680.0,4.0,celticmetal

SpreVingene,0.441,0.974,9.0,-8.109,1.0,0.0715,2.76e-06,0.178,0.285,0.0588,91.015,audio_features,2RVD5o84LnJGjaMGhKk8bZ,spotify:track:2RVD5o84LnJGjaMGhKk8bZ,https://api.spotify.com/v1/tracks/2RVD5o84LnJGjaMGhKk8bZ,https://api.spotify.com/v1/audio-analysis/2RVD5o84LnJGjaMGhKk8bZ,234973.0,4.0,celticmetal

Aallonalla,0.611,0.912,4.0,-5.106,0.0,0.0365,0.000515,0.0,0.133,0.567,120.058,audio_features,1gAR7JWYFfgk9VhKw4cbyQ,spotify:track:1gAR7JWYFfgk9VhKw4cbyQ,https://api.spotify.com/v1/tracks/1gAR7JWYFfgk9VhKw4cbyQ,https://api.spotify.com/v1/audio-analysis/1gAR7JWYFfgk9VhKw4cbyQ,245813.0,4.0,celticmetal

Henkselipoika,0.442,0.964,7.0,-5.122,1.0,0.0774,0.000531,0.0,0.357,0.44,180.019,audio_features,3n4lv7kwT4aYffy9PDY20W,spotify:track:3n4lv7kwT4aYffy9PDY20W,https://api.spotify.com/v1/tracks/3n4lv7kwT4aYffy9PDY20W,https://api.spotify.com/v1/audio-analysis/3n4lv7kwT4aYffy9PDY20W,236360.0,4.0,celticmetal

WaitingintheAfterglow,0.442,0.948,5.0,-6.515,0.0,0.0786,0.00057,8.94e-06,0.601,0.316,130.054,audio_features,0ZvrveJxa9KtqMGcBZCnwt,spotify:track:0ZvrveJxa9KtqMGcBZCnwt,https://api.spotify.com/v1/tracks/0ZvrveJxa9KtqMGcBZCnwt,https://api.spotify.com/v1/audio-analysis/0ZvrveJxa9KtqMGcBZCnwt,272987.0,4.0,celticmetal

Harmaja,0.498,0.715,7.0,-6.462,1.0,0.0298,0.0894,1.59e-06,0.0726,0.281,80.025,audio_features,6ps5VDoH9GyZHD2DU5nISK,spotify:track:6ps5VDoH9GyZHD2DU5nISK,https://api.spotify.com/v1/tracks/6ps5VDoH9GyZHD2DU5nISK,https://api.spotify.com/v1/audio-analysis/6ps5VDoH9GyZHD2DU5nISK,308893.0,4.0,celticmetal

Hugin&Munin-SingleEdit,0.443,0.752,2.0,-7.955,0.0,0.0482,0.288,0.833,0.215,0.278,131.973,audio_features,7Myp2yeW6975AawRTWtiuH,spotify:track:7Myp2yeW6975AawRTWtiuH,https://api.spotify.com/v1/tracks/7Myp2yeW6975AawRTWtiuH,https://api.spotify.com/v1/audio-analysis/7Myp2yeW6975AawRTWtiuH,309266.0,4.0,celticmetal

Morrigane\sFury,0.475,0.982,0.0,-4.201,1.0,0.0651,0.000376,0.0017,0.331,0.618,154.998,audio_features,0e4jiZ6p6VzM4xjgGWXhJm,spotify:track:0e4jiZ6p6VzM4xjgGWXhJm,https://api.spotify.com/v1/tracks/0e4jiZ6p6VzM4xjgGWXhJm,https://api.spotify.com/v1/audio-analysis/0e4jiZ6p6VzM4xjgGWXhJm,305006.0,4.0,celticmetal

WraithoftheGoblinKing(TalesfromCrowsNest),0.285,0.877,2.0,-5.339,0.0,0.0657,1.75e-05,0.0603,0.409,0.275,180.107,audio_features,4hM7nwOM8FUqQhvoO5fYrx,spotify:track:4hM7nwOM8FUqQhvoO5fYrx,https://api.spotify.com/v1/tracks/4hM7nwOM8FUqQhvoO5fYrx,https://api.spotify.com/v1/audio-analysis/4hM7nwOM8FUqQhvoO5fYrx,291085.0,4.0,celticmetal

Ni�avellir,0.477,0.935,4.0,-5.445,0.0,0.116,2.49e-05,0.743,0.0882,0.116,94.375,audio_features,78Za2zGwZakj7uWUPvOH0A,spotify:track:78Za2zGwZakj7uWUPvOH0A,https://api.spotify.com/v1/tracks/78Za2zGwZakj7uWUPvOH0A,https://api.spotify.com/v1/audio-analysis/78Za2zGwZakj7uWUPvOH0A,279893.0,4.0,celticmetal

HoldtheHeathenHammerhigh,0.459,0.97,7.0,-4.188,1.0,0.111,4.49e-06,0.785,0.313,0.315,103.977,audio_features,4WFOFIr7WcOJcy79dZFuvI,spotify:track:4WFOFIr7WcOJcy79dZFuvI,https://api.spotify.com/v1/tracks/4WFOFIr7WcOJcy79dZFuvI,https://api.spotify.com/v1/audio-analysis/4WFOFIr7WcOJcy79dZFuvI,289333.0,4.0,celticmetal

AManwithaPlan,0.438,0.992,11.0,-4.228,0.0,0.102,1.6e-05,6.53e-05,0.318,0.466,159.96,audio_features,5vSNaRcbwG04syJdiDeNat,spotify:track:5vSNaRcbwG04syJdiDeNat,https://api.spotify.com/v1/tracks/5vSNaRcbwG04syJdiDeNat,https://api.spotify.com/v1/audio-analysis/5vSNaRcbwG04syJdiDeNat,179821.0,4.0,celticmetal

ClosertoanAnimal,0.369,0.931,1.0,-4.325,1.0,0.058,3.24e-05,0.221,0.396,0.229,200.054,audio_features,5zHEeZjCQKmsEZJiZCUzG6,spotify:track:5zHEeZjCQKmsEZJiZCUzG6,https://api.spotify.com/v1/tracks/5zHEeZjCQKmsEZJiZCUzG6,https://api.spotify.com/v1/audio-analysis/5zHEeZjCQKmsEZJiZCUzG6,322688.0,4.0,celticmetal

Nowhere,0.469,0.88,4.0,-4.175,0.0,0.0417,0.000726,0.000144,0.112,0.104,139.974,audio_features,5dtrrx0JCV1RS8g0LWwGIw,spotify:track:5dtrrx0JCV1RS8g0LWwGIw,https://api.spotify.com/v1/tracks/5dtrrx0JCV1RS8g0LWwGIw,https://api.spotify.com/v1/audio-analysis/5dtrrx0JCV1RS8g0LWwGIw,279320.0,4.0,celticmetal

UndyingWings,0.493,0.922,0.0,-4.12,1.0,0.0445,4.4e-05,0.000107,0.133,0.497,88.01,audio_features,4GytAjCeVd4tnMVt9YhBIN,spotify:track:4GytAjCeVd4tnMVt9YhBIN,https://api.spotify.com/v1/tracks/4GytAjCeVd4tnMVt9YhBIN,https://api.spotify.com/v1/audio-analysis/4GytAjCeVd4tnMVt9YhBIN,394213.0,4.0,celticmetal

HammerHigh,0.281,0.933,7.0,-2.96,1.0,0.122,0.000179,0.0,0.155,0.201,179.899,audio_features,6xqWlMHEhR9qQGFvMxMsMA,spotify:track:6xqWlMHEhR9qQGFvMxMsMA,https://api.spotify.com/v1/tracks/6xqWlMHEhR9qQGFvMxMsMA,https://api.spotify.com/v1/audio-analysis/6xqWlMHEhR9qQGFvMxMsMA,277922.0,3.0,celticmetal

TheFirstandtheLast,0.5,0.928,4.0,-4.63,0.0,0.0542,0.000211,0.00288,0.934,0.619,141.967,audio_features,2xKM2KJWd06BMnZ21WhhpT,spotify:track:2xKM2KJWd06BMnZ21WhhpT,https://api.spotify.com/v1/tracks/2xKM2KJWd06BMnZ21WhhpT,https://api.spotify.com/v1/audio-analysis/2xKM2KJWd06BMnZ21WhhpT,263147.0,4.0,celticmetal

Unbreakable,0.466,0.96,1.0,-4.256,0.0,0.0425,0.000132,8.37e-05,0.0918,0.595,141.279,audio_features,4AFxcGzVWf3sZevKDKTqg1,spotify:track:4AFxcGzVWf3sZevKDKTqg1,https://api.spotify.com/v1/tracks/4AFxcGzVWf3sZevKDKTqg1,https://api.spotify.com/v1/audio-analysis/4AFxcGzVWf3sZevKDKTqg1,277547.0,4.0,celticmetal

WhenHumanityIsGone,0.457,0.978,8.0,-4.398,0.0,0.054,7.01e-05,0.00406,0.0853,0.656,154.996,audio_features,1FlfCrgR0BwSNRjxCEli2q,spotify:track:1FlfCrgR0BwSNRjxCEli2q,https://api.spotify.com/v1/tracks/1FlfCrgR0BwSNRjxCEli2q,https://api.spotify.com/v1/audio-analysis/1FlfCrgR0BwSNRjxCEli2q,316827.0,4.0,celticmetal

UntiltheEnd,0.485,0.959,0.0,-4.468,1.0,0.0609,7.22e-05,0.00181,0.292,0.526,110.068,audio_features,3hQsPG2PjA26laLfGCcKwi,spotify:track:3hQsPG2PjA26laLfGCcKwi,https://api.spotify.com/v1/tracks/3hQsPG2PjA26laLfGCcKwi,https://api.spotify.com/v1/audio-analysis/3hQsPG2PjA26laLfGCcKwi,258293.0,4.0,celticmetal

RiseofaHero,0.335,0.804,9.0,-7.852,0.0,0.0667,0.000463,0.00175,0.306,0.369,154.059,audio_features,58hPUN5lgQUp2Dglep9wOv,spotify:track:58hPUN5lgQUp2Dglep9wOv,https://api.spotify.com/v1/tracks/58hPUN5lgQUp2Dglep9wOv,https://api.spotify.com/v1/audio-analysis/58hPUN5lgQUp2Dglep9wOv,312864.0,4.0,celticmetal

Highlander(TheOne),0.148,0.886,9.0,-3.688,0.0,0.0759,3.23e-05,0.00102,0.36,0.138,67.513,audio_features,37paPSPGK0fv84Dg07RzBA,spotify:track:37paPSPGK0fv84Dg07RzBA,https://api.spotify.com/v1/tracks/37paPSPGK0fv84Dg07RzBA,https://api.spotify.com/v1/audio-analysis/37paPSPGK0fv84Dg07RzBA,716347.0,4.0,celticmetal

TheNorthernEnd,0.475,0.913,2.0,-2.754,0.0,0.0463,0.00105,0.0,0.323,0.431,105.056,audio_features,01HCP833AGCR8oG7f8wLPT,spotify:track:01HCP833AGCR8oG7f8wLPT,https://api.spotify.com/v1/tracks/01HCP833AGCR8oG7f8wLPT,https://api.spotify.com/v1/audio-analysis/01HCP833AGCR8oG7f8wLPT,256240.0,4.0,celticmetal

Pilgrim,0.337,0.643,4.0,-8.039,0.0,0.0495,6.68e-05,0.276,0.789,0.176,119.937,audio_features,1LHwKqcTb1HRaz9Wq4MjYL,spotify:track:1LHwKqcTb1HRaz9Wq4MjYL,https://api.spotify.com/v1/tracks/1LHwKqcTb1HRaz9Wq4MjYL,https://api.spotify.com/v1/audio-analysis/1LHwKqcTb1HRaz9Wq4MjYL,687000.0,4.0,celticmetal

StardustRevelation,0.332,0.977,6.0,-3.492,1.0,0.0759,0.00232,2.66e-05,0.147,0.423,175.114,audio_features,38gozmTnGLEnmq0w0HhjmC,spotify:track:38gozmTnGLEnmq0w0HhjmC,https://api.spotify.com/v1/tracks/38gozmTnGLEnmq0w0HhjmC,https://api.spotify.com/v1/audio-analysis/38gozmTnGLEnmq0w0HhjmC,229371.0,4.0,celticmetal

SpillBloodOnFire,0.53,0.928,0.0,-4.988,0.0,0.0349,0.000154,0.000409,0.333,0.486,130.008,audio_features,565NPpvP0RsO0QNZ5r8aD4,spotify:track:565NPpvP0RsO0QNZ5r8aD4,https://api.spotify.com/v1/tracks/565NPpvP0RsO0QNZ5r8aD4,https://api.spotify.com/v1/audio-analysis/565NPpvP0RsO0QNZ5r8aD4,316213.0,4.0,celticmetal

Dragon\sSkull,0.355,0.892,0.0,-5.638,0.0,0.0513,1.34e-05,0.0251,0.108,0.305,177.059,audio_features,77hf9NvS4y7DsGcJ8OfswS,spotify:track:77hf9NvS4y7DsGcJ8OfswS,https://api.spotify.com/v1/tracks/77hf9NvS4y7DsGcJ8OfswS,https://api.spotify.com/v1/audio-analysis/77hf9NvS4y7DsGcJ8OfswS,344027.0,4.0,celticmetal

Eternal,0.508,0.977,1.0,-4.582,1.0,0.0709,2.05e-05,0.0145,0.162,0.305,104.993,audio_features,4ueVppRcLrdLdL7sQTHhWb,spotify:track:4ueVppRcLrdLdL7sQTHhWb,https://api.spotify.com/v1/tracks/4ueVppRcLrdLdL7sQTHhWb,https://api.spotify.com/v1/audio-analysis/4ueVppRcLrdLdL7sQTHhWb,269880.0,4.0,celticmetal

TheLastFrontier,0.425,0.935,5.0,-5.924,0.0,0.0495,1.01e-05,0.158,0.157,0.376,144.991,audio_features,5EkFQUfLAFmsCj9Yqbplb7,spotify:track:5EkFQUfLAFmsCj9Yqbplb7,https://api.spotify.com/v1/tracks/5EkFQUfLAFmsCj9Yqbplb7,https://api.spotify.com/v1/audio-analysis/5EkFQUfLAFmsCj9Yqbplb7,205147.0,4.0,celticmetal

FallofMonsegur,0.208,0.974,4.0,-4.2,1.0,0.13,4.23e-06,0.367,0.157,0.243,133.016,audio_features,7wXekVqkcWA6juGWXXSmpV,spotify:track:7wXekVqkcWA6juGWXXSmpV,https://api.spotify.com/v1/tracks/7wXekVqkcWA6juGWXXSmpV,https://api.spotify.com/v1/audio-analysis/7wXekVqkcWA6juGWXXSmpV,314440.0,4.0,celticmetal

Neverland,0.579,0.914,1.0,-6.253,0.0,0.0383,9.84e-05,0.000901,0.153,0.504,101.169,audio_features,4rM7fJ7WzF2IDKqeov7tjj,spotify:track:4rM7fJ7WzF2IDKqeov7tjj,https://api.spotify.com/v1/tracks/4rM7fJ7WzF2IDKqeov7tjj,https://api.spotify.com/v1/audio-analysis/4rM7fJ7WzF2IDKqeov7tjj,300360.0,4.0,celticmetal

OutOfTheShadows,0.366,0.979,1.0,-2.753,0.0,0.107,0.000496,2.66e-06,0.0234,0.0941,156.151,audio_features,0xUuIU5Xy4rfpuMzf5eD1m,spotify:track:0xUuIU5Xy4rfpuMzf5eD1m,https://api.spotify.com/v1/tracks/0xUuIU5Xy4rfpuMzf5eD1m,https://api.spotify.com/v1/audio-analysis/0xUuIU5Xy4rfpuMzf5eD1m,273987.0,4.0,celticmetal